Product Category (Enhanced E-commerce),Transaction ID,Product Revenue,Unique Purchases,Quantity,Avg. Price,Avg. QTY,Product Refund Amount,Basket-to-Detail Rate,Buy-to-Detail Rate
Herren/Schuhe/Schnürer,DE01337567,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337575,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337611,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337743,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337845,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338355,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338406,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338492,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338716,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338910,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338995,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338999,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339053,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339289,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339377,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339575,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339580,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339612,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339685,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339694,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339708,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339719,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339731,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339740,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339796,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339851,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339874,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339884,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339888,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340018,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340023,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340049,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340085,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340086,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340099,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340147,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340173,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340184,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340189,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340203,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340208,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340214,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340221,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340304,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340497,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340511,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340906,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340946,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341165,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341167,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341679,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341692,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341711,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341756,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341897,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341913,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341973,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342042,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342063,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342151,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342412,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342531,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342570,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342908,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342972,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01343555,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01343606,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01343645,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344289,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344310,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344495,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344570,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344598,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344840,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345045,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345433,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345493,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345568,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345686,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345708,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345811,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345885,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346119,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346182,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346422,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346479,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346772,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346835,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346873,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346899,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346902,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01347031,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01347321,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01348093,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01349104,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01349497,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01349599,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01349698,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350757,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01351695,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01353516,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01353599,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01353978,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01354807,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01354852,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01355296,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01355418,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01355494,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01355502,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01356218,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01356423,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01357224,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01357998,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01358189,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01358717,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01358754,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01359066,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01359187,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01359529,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01359662,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01359766,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01360248,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01360386,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01360587,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01360603,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01360852,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01361393,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01361511,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01361814,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01362181,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01362491,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01362692,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01363503,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01363564,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01363749,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01364030,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01364269,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01364725,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01365248,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01365527,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01366148,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01366163,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01366562,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01366626,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01366633,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01366956,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01368178,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01368205,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01368459,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01368497,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01368950,399.9,2,2,199.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337267,399.85,2,2,199.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341007,399.85,2,2,199.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342313,399.85,2,2,199.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342714,399.85,2,2,199.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344359,399.85,2,2,199.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346325,399.85,2,2,199.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346880,399.85,2,2,199.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01349747,399.8,2,2,199.9,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01335643,389.85,2,2,194.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01335841,389.85,2,2,194.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01336316,389.85,2,2,194.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341121,389.85,2,2,194.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342931,389.85,2,2,194.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01343080,389.85,2,2,194.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01347551,389.85,2,2,194.93,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350619,389.8,2,2,194.9,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01343341,379.8,2,2,189.9,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01349468,379.8,2,2,189.9,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01332359,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01333877,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01333990,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01334149,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01334660,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01334751,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01334949,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01335653,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01335741,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01335767,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01335844,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01335942,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01336519,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01336750,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01336886,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01336967,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337040,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337081,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337150,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337200,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337254,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337280,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337430,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337525,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337577,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337790,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01337933,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338118,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338238,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338327,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338337,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338340,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338409,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338457,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338711,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01338916,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339043,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339212,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01339658,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340151,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340225,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340298,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340547,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340738,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01340823,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341060,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341185,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01341309,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342032,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342122,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342332,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342344,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342398,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342564,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342622,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342623,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342770,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342782,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342859,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342867,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01342968,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01343045,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01343053,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01343146,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01343438,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01343478,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344476,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344593,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344604,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344685,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344744,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01344999,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345128,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345403,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345693,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01345823,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346456,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346591,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346693,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01346987,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01347426,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01347576,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01347702,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01347901,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01348091,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01348512,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01348689,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01349260,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01349748,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01349996,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350032,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350082,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350128,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350140,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350147,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350148,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350158,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350191,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350397,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350431,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350490,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350585,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350591,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350597,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350626,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350640,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350703,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350769,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350795,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350827,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350831,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350874,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01350881,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01351037,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01351238,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01351245,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01351292,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01351392,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01351451,269.95,1,1,269.95,1,0,0.00%,0.00%
Herren/Schuhe/Schnürer,DE01351701,269.95,1,1,269.95,1,0,0.00%,0.00%
